
Predictions were generated on 03-May-2022 at 09:10:22 using OpenFAST, compiled as a 64-bit application using double precision at commit -128-NOTFOUND
 linked with  NWTC Subroutine Library; ElastoDyn; SubDyn

Description from the FAST input file: FAST Certification Test #19: NREL 5.0 MW Baseline Wind Turbine with OC3 Monopile RF Configuration, for use in offshore analysis

Time      	TwHt1TPxi 	TwHt1TPyi 	TTDspTwst 	PtfmSurge 	PtfmSway  	PtfmRoll  	PtfmPitch 	M2N1TDXss 	M2N1TDYss 	M1N1TDXss 	M1N1TDYss 
(s)       	(m)       	(m)       	(deg)     	(m)       	(m)       	(deg)     	(deg)     	(m)       	(m)       	(m)       	(m)       
   20.5500	 1.420E-01	-2.824E-21	 0.000E+00	 1.025E-01	-1.168E-20	 2.402E-20	 8.937E-03	 1.012E-01	-6.964E-21	 1.000E-01	 0.000E+00
   20.6000	 1.414E-01	-2.200E-20	 0.000E+00	 1.025E-01	-4.323E-21	 1.392E-20	 8.814E-03	 1.011E-01	-2.132E-21	 1.000E-01	 0.000E+00
   20.6500	 1.405E-01	-4.925E-20	 0.000E+00	 1.024E-01	 7.845E-21	-9.717E-21	 8.639E-03	 1.011E-01	 5.289E-21	 1.000E-01	 0.000E+00
   20.7000	 1.393E-01	-6.167E-20	 0.000E+00	 1.024E-01	 7.669E-23	 3.860E-21	 8.403E-03	 1.011E-01	 4.495E-22	 1.000E-01	 0.000E+00
   20.7500	 1.378E-01	-6.511E-20	 0.000E+00	 1.023E-01	-1.302E-20	 3.269E-20	 8.095E-03	 1.011E-01	-7.226E-21	 1.000E-01	 0.000E+00
   20.8000	 1.360E-01	-8.278E-20	 0.000E+00	 1.022E-01	-7.113E-21	 2.130E-20	 7.709E-03	 1.010E-01	-3.697E-21	 1.000E-01	 0.000E+00
   20.8500	 1.339E-01	-1.094E-19	 0.000E+00	 1.020E-01	 4.489E-21	-2.224E-21	 7.242E-03	 1.009E-01	 3.182E-21	 1.000E-01	 0.000E+00
   20.9000	 1.315E-01	-1.215E-19	 0.000E+00	 1.019E-01	-3.115E-21	 1.384E-20	 6.701E-03	 1.009E-01	-1.292E-21	 1.000E-01	 0.000E+00
   20.9500	 1.289E-01	-1.229E-19	 0.000E+00	 1.017E-01	-1.755E-20	 4.910E-20	 6.099E-03	 1.008E-01	-9.243E-21	 1.000E-01	 0.000E+00
   21.0000	 1.261E-01	-1.368E-19	 0.000E+00	 1.015E-01	-1.350E-20	 4.534E-20	 5.455E-03	 1.007E-01	-6.380E-21	 1.000E-01	 0.000E+00
   21.0500	 1.231E-01	-1.601E-19	 0.000E+00	 1.013E-01	-1.317E-21	 1.877E-20	 4.784E-03	 1.006E-01	 6.234E-22	 1.000E-01	 0.000E+00
   21.1000	 1.199E-01	-1.687E-19	 0.000E+00	 1.011E-01	-6.845E-21	 2.831E-20	 4.096E-03	 1.005E-01	-2.869E-21	 1.000E-01	 0.000E+00
   21.1500	 1.166E-01	-1.647E-19	 0.000E+00	 1.010E-01	-2.023E-20	 5.740E-20	 3.397E-03	 1.004E-01	-1.062E-20	 1.000E-01	 0.000E+00
   21.2000	 1.132E-01	-1.720E-19	 0.000E+00	 1.008E-01	-1.568E-20	 4.884E-20	 2.684E-03	 1.003E-01	-7.966E-21	 1.000E-01	 0.000E+00
   21.2500	 1.096E-01	-1.894E-19	 0.000E+00	 1.005E-01	-1.652E-21	 1.852E-20	 1.952E-03	 1.003E-01	 3.071E-22	 1.000E-01	 0.000E+00
   21.3000	 1.060E-01	-1.932E-19	 0.000E+00	 1.003E-01	-5.029E-21	 2.572E-20	 1.196E-03	 1.002E-01	-1.672E-21	 1.000E-01	 0.000E+00
   21.3500	 1.023E-01	-1.837E-19	 0.000E+00	 1.001E-01	-1.870E-20	 5.613E-20	 4.142E-04	 1.001E-01	-9.482E-21	 1.000E-01	 0.000E+00
   21.4000	 9.866E-02	-1.850E-19	 0.000E+00	 9.989E-02	-1.563E-20	 5.113E-20	-3.874E-04	 9.995E-02	-7.513E-21	 1.000E-01	 0.000E+00
   21.4500	 9.500E-02	-1.978E-19	 0.000E+00	 9.966E-02	-2.414E-21	 2.092E-20	-1.198E-03	 9.984E-02	-1.074E-22	 1.000E-01	 0.000E+00
   21.5000	 9.138E-02	-1.978E-19	 0.000E+00	 9.944E-02	-5.614E-21	 2.588E-20	-2.004E-03	 9.974E-02	-2.163E-21	 1.000E-01	 0.000E+00
   21.5500	 8.783E-02	-1.832E-19	 0.000E+00	 9.921E-02	-2.013E-20	 5.792E-20	-2.788E-03	 9.963E-02	-1.053E-20	 1.000E-01	 0.000E+00
   21.6000	 8.438E-02	-1.780E-19	 0.000E+00	 9.900E-02	-1.816E-20	 5.608E-20	-3.536E-03	 9.954E-02	-9.156E-21	 1.000E-01	 0.000E+00
   21.6500	 8.107E-02	-1.845E-19	 0.000E+00	 9.881E-02	-4.211E-21	 2.654E-20	-4.239E-03	 9.945E-02	-8.856E-22	 1.000E-01	 0.000E+00
   21.7000	 7.790E-02	-1.790E-19	 0.000E+00	 9.862E-02	-5.164E-21	 2.786E-20	-4.891E-03	 9.936E-02	-1.511E-21	 1.000E-01	 0.000E+00
   21.7500	 7.492E-02	-1.582E-19	 0.000E+00	 9.846E-02	-1.811E-20	 5.393E-20	-5.496E-03	 9.928E-02	-9.222E-21	 1.000E-01	 0.000E+00
   21.8000	 7.213E-02	-1.459E-19	 0.000E+00	 9.830E-02	-1.574E-20	 4.680E-20	-6.058E-03	 9.921E-02	-8.073E-21	 1.000E-01	 0.000E+00
   21.8500	 6.955E-02	-1.465E-19	 0.000E+00	 9.815E-02	-4.214E-22	 1.173E-20	-6.584E-03	 9.914E-02	 5.476E-22	 1.000E-01	 0.000E+00
   21.9000	 6.722E-02	-1.366E-19	 0.000E+00	 9.801E-02	-3.407E-23	 7.843E-21	-7.074E-03	 9.908E-02	 6.348E-22	 1.000E-01	 0.000E+00
   21.9500	 6.514E-02	-1.112E-19	 0.000E+00	 9.789E-02	-1.337E-20	 3.673E-20	-7.527E-03	 9.902E-02	-7.116E-21	 1.000E-01	 0.000E+00
   22.0000	 6.333E-02	-9.404E-20	 0.000E+00	 9.777E-02	-1.247E-20	 3.722E-20	-7.932E-03	 9.897E-02	-6.297E-21	 1.000E-01	 0.000E+00
   22.0500	 6.180E-02	-9.137E-20	 0.000E+00	 9.767E-02	 2.400E-21	 4.138E-21	-8.277E-03	 9.892E-02	 2.266E-21	 1.000E-01	 0.000E+00
   22.1000	 6.057E-02	-7.981E-20	 0.000E+00	 9.760E-02	 3.230E-21	-2.290E-21	-8.549E-03	 9.889E-02	 2.228E-21	 1.000E-01	 0.000E+00
   22.1500	 5.965E-02	-5.228E-20	 0.000E+00	 9.754E-02	-1.062E-20	 2.492E-20	-8.740E-03	 9.886E-02	-6.051E-21	 1.000E-01	 0.000E+00
   22.2000	 5.905E-02	-3.194E-20	 0.000E+00	 9.751E-02	-1.078E-20	 2.772E-20	-8.848E-03	 9.885E-02	-5.923E-21	 1.000E-01	 0.000E+00
   22.2500	 5.877E-02	-2.667E-20	 0.000E+00	 9.751E-02	 4.144E-21	-5.081E-21	-8.875E-03	 9.884E-02	 2.735E-21	 1.000E-01	 0.000E+00
   22.3000	 5.880E-02	-1.376E-20	 0.000E+00	 9.752E-02	 6.398E-21	-1.414E-20	-8.828E-03	 9.885E-02	 3.661E-21	 1.000E-01	 0.000E+00
   22.3500	 5.916E-02	 1.519E-20	 0.000E+00	 9.755E-02	-6.086E-21	 1.152E-20	-8.717E-03	 9.887E-02	-3.644E-21	 1.000E-01	 0.000E+00
   22.4000	 5.983E-02	 3.766E-20	 0.000E+00	 9.760E-02	-6.079E-21	 1.348E-20	-8.550E-03	 9.889E-02	-3.406E-21	 1.000E-01	 0.000E+00
   22.4500	 6.080E-02	 4.395E-20	 0.000E+00	 9.766E-02	 9.364E-21	-2.177E-20	-8.332E-03	 9.892E-02	 5.408E-21	 1.000E-01	 0.000E+00
   22.5000	 6.208E-02	 5.592E-20	 0.000E+00	 9.774E-02	 1.268E-20	-3.513E-20	-8.063E-03	 9.895E-02	 6.664E-21	 1.000E-01	 0.000E+00
   22.5500	 6.364E-02	 8.333E-20	 0.000E+00	 9.782E-02	 1.906E-22	-1.175E-20	-7.740E-03	 9.899E-02	-9.484E-22	 1.000E-01	 0.000E+00
   22.6000	 6.548E-02	 1.047E-19	 0.000E+00	 9.793E-02	-1.653E-21	-5.857E-21	-7.358E-03	 9.904E-02	-1.767E-21	 1.000E-01	 0.000E+00
   22.6500	 6.759E-02	 1.088E-19	 0.000E+00	 9.806E-02	 1.258E-20	-3.538E-20	-6.912E-03	 9.910E-02	 6.663E-21	 1.000E-01	 0.000E+00
   22.7000	 6.995E-02	 1.169E-19	 0.000E+00	 9.820E-02	 1.614E-20	-4.477E-20	-6.400E-03	 9.917E-02	 8.612E-21	 1.000E-01	 0.000E+00
   22.7500	 7.254E-02	 1.404E-19	 0.000E+00	 9.836E-02	 2.899E-21	-1.720E-20	-5.824E-03	 9.924E-02	 7.924E-22	 1.000E-01	 0.000E+00
   22.8000	 7.534E-02	 1.587E-19	 0.000E+00	 9.854E-02	-3.917E-22	-1.090E-20	-5.193E-03	 9.932E-02	-1.209E-21	 1.000E-01	 0.000E+00
   22.8500	 7.833E-02	 1.593E-19	 0.000E+00	 9.873E-02	 1.365E-20	-4.258E-20	-4.520E-03	 9.941E-02	 6.748E-21	 1.000E-01	 0.000E+00
   22.9000	 8.148E-02	 1.626E-19	 0.000E+00	 9.893E-02	 1.871E-20	-5.564E-20	-3.818E-03	 9.950E-02	 9.559E-21	 1.000E-01	 0.000E+00
   22.9500	 8.476E-02	 1.815E-19	 0.000E+00	 9.913E-02	 5.791E-21	-2.850E-20	-3.100E-03	 9.960E-02	 1.993E-21	 1.000E-01	 0.000E+00
   23.0000	 8.816E-02	 1.963E-19	 0.000E+00	 9.933E-02	 1.530E-21	-1.796E-20	-2.374E-03	 9.969E-02	-2.810E-22	 1.000E-01	 0.000E+00
   23.0500	 9.164E-02	 1.928E-19	 0.000E+00	 9.954E-02	 1.561E-20	-4.817E-20	-1.642E-03	 9.979E-02	 7.902E-21	 1.000E-01	 0.000E+00
   23.1000	 9.519E-02	 1.900E-19	 0.000E+00	 9.975E-02	 2.212E-20	-6.384E-20	-9.027E-04	 9.988E-02	 1.151E-20	 1.000E-01	 0.000E+00
   23.1500	 9.876E-02	 2.025E-19	 0.000E+00	 9.996E-02	 9.582E-21	-3.917E-20	-1.546E-04	 9.998E-02	 4.040E-21	 1.000E-01	 0.000E+00
   23.2000	 1.023E-01	 2.119E-19	 0.000E+00	 1.002E-01	 3.267E-21	-2.566E-20	 6.031E-04	 1.001E-01	 2.699E-22	 1.000E-01	 0.000E+00
   23.2500	 1.059E-01	 2.026E-19	 0.000E+00	 1.004E-01	 1.555E-20	-5.168E-20	 1.368E-03	 1.002E-01	 7.435E-21	 1.000E-01	 0.000E+00
   23.3000	 1.094E-01	 1.925E-19	 0.000E+00	 1.006E-01	 2.211E-20	-6.537E-20	 2.132E-03	 1.003E-01	 1.135E-20	 1.000E-01	 0.000E+00
   23.3500	 1.128E-01	 1.975E-19	 0.000E+00	 1.008E-01	 9.599E-21	-3.751E-20	 2.886E-03	 1.004E-01	 4.215E-21	 1.000E-01	 0.000E+00
   23.4000	 1.162E-01	 2.009E-19	 0.000E+00	 1.010E-01	 1.550E-21	-1.824E-20	 3.617E-03	 1.005E-01	-2.987E-22	 1.000E-01	 0.000E+00
   23.4500	 1.194E-01	 1.861E-19	 0.000E+00	 1.012E-01	 1.254E-20	-4.045E-20	 4.313E-03	 1.006E-01	 6.175E-21	 1.000E-01	 0.000E+00
   23.5000	 1.224E-01	 1.693E-19	 0.000E+00	 1.014E-01	 1.975E-20	-5.644E-20	 4.965E-03	 1.006E-01	 1.036E-20	 1.000E-01	 0.000E+00
   23.5500	 1.253E-01	 1.680E-19	 0.000E+00	 1.016E-01	 7.856E-21	-3.309E-20	 5.564E-03	 1.007E-01	 3.132E-21	 1.000E-01	 0.000E+00
   23.6000	 1.279E-01	 1.666E-19	 0.000E+00	 1.017E-01	-7.487E-22	-1.365E-20	 6.111E-03	 1.008E-01	-1.822E-21	 1.000E-01	 0.000E+00
   23.6500	 1.304E-01	 1.477E-19	 0.000E+00	 1.019E-01	 9.680E-21	-3.252E-20	 6.605E-03	 1.009E-01	 4.624E-21	 1.000E-01	 0.000E+00
   23.7000	 1.326E-01	 1.259E-19	 0.000E+00	 1.020E-01	 1.772E-20	-4.811E-20	 7.052E-03	 1.009E-01	 9.483E-21	 1.000E-01	 0.000E+00
   23.7500	 1.345E-01	 1.194E-19	 0.000E+00	 1.021E-01	 6.843E-21	-2.456E-20	 7.452E-03	 1.010E-01	 3.279E-21	 1.000E-01	 0.000E+00
   23.8000	 1.362E-01	 1.140E-19	 0.000E+00	 1.022E-01	-2.195E-21	-3.805E-21	 7.808E-03	 1.010E-01	-1.980E-21	 1.000E-01	 0.000E+00
   23.8500	 1.376E-01	 9.139E-20	 0.000E+00	 1.023E-01	 7.083E-21	-2.286E-20	 8.113E-03	 1.011E-01	 3.476E-21	 1.000E-01	 0.000E+00
   23.9000	 1.387E-01	 6.517E-20	 0.000E+00	 1.023E-01	 1.434E-20	-3.965E-20	 8.360E-03	 1.011E-01	 7.504E-21	 1.000E-01	 0.000E+00
   23.9500	 1.396E-01	 5.433E-20	 0.000E+00	 1.024E-01	 2.935E-21	-1.261E-20	 8.541E-03	 1.011E-01	 1.128E-21	 1.000E-01	 0.000E+00
   24.0000	 1.401E-01	 4.612E-20	 0.000E+00	 1.024E-01	-7.191E-21	 1.224E-20	 8.647E-03	 1.011E-01	-4.461E-21	 1.000E-01	 0.000E+00
   24.0500	 1.403E-01	 2.173E-20	 0.000E+00	 1.024E-01	 1.286E-21	-1.488E-21	 8.676E-03	 1.011E-01	 9.120E-22	 1.000E-01	 0.000E+00
   24.1000	 1.401E-01	-6.691E-21	 0.000E+00	 1.024E-01	 9.102E-21	-1.802E-20	 8.626E-03	 1.011E-01	 5.482E-21	 1.000E-01	 0.000E+00
   24.1500	 1.397E-01	-1.928E-20	 0.000E+00	 1.024E-01	-1.609E-21	 5.076E-21	 8.504E-03	 1.011E-01	-7.704E-22	 1.000E-01	 0.000E+00
   24.2000	 1.390E-01	-2.713E-20	 0.000E+00	 1.023E-01	-1.224E-20	 2.921E-20	 8.316E-03	 1.011E-01	-6.939E-21	 1.000E-01	 0.000E+00
   24.2500	 1.379E-01	-5.015E-20	 0.000E+00	 1.023E-01	-3.931E-21	 1.324E-20	 8.068E-03	 1.010E-01	-1.951E-21	 1.000E-01	 0.000E+00
   24.3000	 1.366E-01	-7.768E-20	 0.000E+00	 1.022E-01	 5.279E-21	-5.585E-21	 7.768E-03	 1.010E-01	 3.538E-21	 1.000E-01	 0.000E+00
   24.3500	 1.350E-01	-8.938E-20	 0.000E+00	 1.021E-01	-4.363E-21	 1.403E-20	 7.418E-03	 1.010E-01	-2.166E-21	 1.000E-01	 0.000E+00
   24.4000	 1.331E-01	-9.506E-20	 0.000E+00	 1.020E-01	-1.493E-20	 4.013E-20	 7.019E-03	 1.009E-01	-7.977E-21	 1.000E-01	 0.000E+00
   24.4500	 1.310E-01	-1.154E-19	 0.000E+00	 1.018E-01	-6.768E-21	 2.766E-20	 6.570E-03	 1.009E-01	-2.747E-21	 1.000E-01	 0.000E+00
   24.5000	 1.286E-01	-1.411E-19	 0.000E+00	 1.017E-01	 2.514E-21	 7.102E-21	 6.069E-03	 1.008E-01	 2.573E-21	 1.000E-01	 0.000E+00
   24.5500	 1.260E-01	-1.510E-19	 0.000E+00	 1.016E-01	-7.452E-21	 2.582E-20	 5.514E-03	 1.007E-01	-3.584E-21	 1.000E-01	 0.000E+00
   24.6000	 1.232E-01	-1.531E-19	 0.000E+00	 1.014E-01	-1.993E-20	 5.393E-20	 4.907E-03	 1.006E-01	-1.075E-20	 1.000E-01	 0.000E+00
   24.6500	 1.203E-01	-1.690E-19	 0.000E+00	 1.012E-01	-1.273E-20	 4.318E-20	 4.254E-03	 1.006E-01	-6.105E-21	 1.000E-01	 0.000E+00
   24.7000	 1.172E-01	-1.908E-19	 0.000E+00	 1.010E-01	-1.825E-21	 2.165E-20	 3.563E-03	 1.005E-01	 4.453E-22	 1.000E-01	 0.000E+00
   24.7500	 1.139E-01	-1.963E-19	 0.000E+00	 1.008E-01	-1.015E-20	 3.894E-20	 2.845E-03	 1.004E-01	-4.419E-21	 1.000E-01	 0.000E+00
   24.8000	 1.106E-01	-1.922E-19	 0.000E+00	 1.006E-01	-2.264E-20	 6.701E-20	 2.113E-03	 1.003E-01	-1.158E-20	 1.000E-01	 0.000E+00
   24.8500	 1.072E-01	-2.008E-19	 0.000E+00	 1.004E-01	-1.572E-20	 5.265E-20	 1.375E-03	 1.002E-01	-7.558E-21	 1.000E-01	 0.000E+00
   24.9000	 1.037E-01	-2.165E-19	 0.000E+00	 1.002E-01	-2.926E-21	 2.366E-20	 6.378E-04	 1.001E-01	-2.877E-22	 1.000E-01	 0.000E+00
   24.9500	 1.002E-01	-2.164E-19	 0.000E+00	 9.997E-02	-8.802E-21	 3.442E-20	-9.741E-05	 9.999E-02	-3.858E-21	 1.000E-01	 0.000E+00
   25.0000	 9.671E-02	-2.055E-19	 0.000E+00	 9.977E-02	-2.141E-20	 6.176E-20	-8.299E-04	 9.989E-02	-1.117E-20	 1.000E-01	 0.000E+00
   25.0500	 9.325E-02	-2.070E-19	 0.000E+00	 9.956E-02	-1.561E-20	 5.150E-20	-1.559E-03	 9.980E-02	-7.563E-21	 1.000E-01	 0.000E+00
   25.1000	 8.985E-02	-2.168E-19	 0.000E+00	 9.936E-02	-2.648E-21	 2.438E-20	-2.283E-03	 9.970E-02	 8.876E-23	 1.000E-01	 0.000E+00
   25.1500	 8.653E-02	-2.119E-19	 0.000E+00	 9.916E-02	-7.703E-21	 3.359E-20	-2.998E-03	 9.961E-02	-3.013E-21	 1.000E-01	 0.000E+00
   25.2000	 8.331E-02	-1.952E-19	 0.000E+00	 9.896E-02	-2.072E-20	 6.100E-20	-3.694E-03	 9.952E-02	-1.070E-20	 1.000E-01	 0.000E+00
   25.2500	 8.023E-02	-1.898E-19	 0.000E+00	 9.877E-02	-1.678E-20	 5.265E-20	-4.365E-03	 9.943E-02	-8.384E-21	 1.000E-01	 0.000E+00
   25.3000	 7.731E-02	-1.935E-19	 0.000E+00	 9.859E-02	-3.679E-21	 2.450E-20	-4.999E-03	 9.935E-02	-8.078E-22	 1.000E-01	 0.000E+00
   25.3500	 7.456E-02	-1.830E-19	 0.000E+00	 9.843E-02	-7.167E-21	 2.978E-20	-5.588E-03	 9.927E-02	-2.940E-21	 1.000E-01	 0.000E+00
   25.4000	 7.202E-02	-1.598E-19	 0.000E+00	 9.828E-02	-1.912E-20	 5.601E-20	-6.125E-03	 9.920E-02	-9.863E-21	 1.000E-01	 0.000E+00
   25.4500	 6.970E-02	-1.471E-19	 0.000E+00	 9.814E-02	-1.407E-20	 4.517E-20	-6.606E-03	 9.914E-02	-6.886E-21	 1.000E-01	 0.000E+00
   25.5000	 6.762E-02	-1.447E-19	 0.000E+00	 9.802E-02	 4.874E-22	 1.213E-20	-7.030E-03	 9.908E-02	 1.478E-21	 1.000E-01	 0.000E+00
   25.5500	 6.579E-02	-1.296E-19	 0.000E+00	 9.792E-02	-1.380E-21	 1.364E-20	-7.398E-03	 9.904E-02	 1.226E-22	 1.000E-01	 0.000E+00
   25.6000	 6.423E-02	-1.015E-19	 0.000E+00	 9.783E-02	-1.403E-20	 3.607E-20	-7.713E-03	 9.900E-02	-7.726E-21	 1.000E-01	 0.000E+00
   25.6500	 6.294E-02	-8.407E-20	 0.000E+00	 9.776E-02	-1.017E-20	 2.688E-20	-7.976E-03	 9.896E-02	-5.611E-21	 1.000E-01	 0.000E+00
   25.7000	 6.194E-02	-7.873E-20	 0.000E+00	 9.770E-02	 4.862E-21	-4.985E-21	-8.185E-03	 9.893E-02	 3.295E-21	 1.000E-01	 0.000E+00
   25.7500	 6.124E-02	-6.219E-20	 0.000E+00	 9.766E-02	 3.789E-21	-3.263E-21	-8.338E-03	 9.891E-02	 2.660E-21	 1.000E-01	 0.000E+00
   25.8000	 6.084E-02	-3.220E-20	 0.000E+00	 9.763E-02	-9.703E-21	 2.407E-20	-8.427E-03	 9.890E-02	-5.299E-21	 1.000E-01	 0.000E+00
   25.8500	 6.074E-02	-1.201E-20	 0.000E+00	 9.763E-02	-8.092E-21	 2.079E-20	-8.448E-03	 9.890E-02	-4.406E-21	 1.000E-01	 0.000E+00
   25.9000	 6.094E-02	-4.933E-21	 0.000E+00	 9.764E-02	 6.016E-21	-1.163E-20	-8.396E-03	 9.891E-02	 3.617E-21	 1.000E-01	 0.000E+00
   25.9500	 6.145E-02	 1.200E-20	 0.000E+00	 9.767E-02	 6.072E-21	-1.555E-20	-8.272E-03	 9.892E-02	 3.261E-21	 1.000E-01	 0.000E+00
   26.0000	 6.225E-02	 4.269E-20	 0.000E+00	 9.773E-02	-5.721E-21	 7.870E-21	-8.078E-03	 9.895E-02	-3.772E-21	 1.000E-01	 0.000E+00
   26.0500	 6.335E-02	 6.431E-20	 0.000E+00	 9.780E-02	-3.384E-21	 2.534E-21	-7.819E-03	 9.898E-02	-2.380E-21	 1.000E-01	 0.000E+00
   26.1000	 6.473E-02	 7.179E-20	 0.000E+00	 9.789E-02	 1.175E-20	-2.999E-20	-7.501E-03	 9.902E-02	 6.483E-21	 1.000E-01	 0.000E+00
   26.1500	 6.638E-02	 8.716E-20	 0.000E+00	 9.800E-02	 1.315E-20	-3.656E-20	-7.130E-03	 9.907E-02	 7.040E-21	 1.000E-01	 0.000E+00
   26.2000	 6.828E-02	 1.158E-19	 0.000E+00	 9.812E-02	 1.283E-21	-1.306E-20	-6.711E-03	 9.913E-02	-1.213E-22	 1.000E-01	 0.000E+00
   26.2500	 7.043E-02	 1.356E-19	 0.000E+00	 9.825E-02	 1.790E-21	-1.521E-20	-6.248E-03	 9.919E-02	 7.328E-23	 1.000E-01	 0.000E+00
   26.3000	 7.280E-02	 1.399E-19	 0.000E+00	 9.839E-02	 1.525E-20	-4.641E-20	-5.741E-03	 9.925E-02	 7.669E-21	 1.000E-01	 0.000E+00
   26.3500	 7.538E-02	 1.502E-19	 0.000E+00	 9.854E-02	 1.662E-20	-5.073E-20	-5.192E-03	 9.932E-02	 8.348E-21	 1.000E-01	 0.000E+00
   26.4000	 7.814E-02	 1.739E-19	 0.000E+00	 9.871E-02	 4.227E-21	-2.430E-20	-4.601E-03	 9.940E-02	 1.196E-21	 1.000E-01	 0.000E+00
   26.4500	 8.107E-02	 1.896E-19	 0.000E+00	 9.888E-02	 3.492E-21	-2.148E-20	-3.969E-03	 9.948E-02	 9.153E-22	 1.000E-01	 0.000E+00
   26.5000	 8.415E-02	 1.892E-19	 0.000E+00	 9.907E-02	 1.676E-20	-5.022E-20	-3.300E-03	 9.957E-02	 8.629E-21	 1.000E-01	 0.000E+00
   26.5500	 8.734E-02	 1.938E-19	 0.000E+00	 9.927E-02	 1.860E-20	-5.663E-20	-2.600E-03	 9.966E-02	 9.440E-21	 1.000E-01	 0.000E+00
   26.6000	 9.063E-02	 2.121E-19	 0.000E+00	 9.947E-02	 6.065E-21	-3.072E-20	-1.878E-03	 9.976E-02	 2.022E-21	 1.000E-01	 0.000E+00
   26.6500	 9.398E-02	 2.232E-19	 0.000E+00	 9.968E-02	 4.711E-21	-2.875E-20	-1.145E-03	 9.985E-02	 1.111E-21	 1.000E-01	 0.000E+00
   26.7000	 9.738E-02	 2.173E-19	 0.000E+00	 9.989E-02	 1.882E-20	-5.981E-20	-4.102E-04	 9.995E-02	 9.306E-21	 1.000E-01	 0.000E+00
   26.7500	 1.008E-01	 2.151E-19	 0.000E+00	 1.001E-01	 2.214E-20	-6.723E-20	 3.198E-04	 1.000E-01	 1.122E-20	 1.000E-01	 0.000E+00
   26.8000	 1.042E-01	 2.266E-19	 0.000E+00	 1.003E-01	 9.127E-21	-3.883E-20	 1.040E-03	 1.001E-01	 3.791E-21	 1.000E-01	 0.000E+00
   26.8500	 1.076E-01	 2.315E-19	 0.000E+00	 1.005E-01	 5.808E-21	-3.036E-20	 1.749E-03	 1.002E-01	 1.911E-21	 1.000E-01	 0.000E+00
   26.9000	 1.108E-01	 2.189E-19	 0.000E+00	 1.007E-01	 1.851E-20	-5.826E-20	 2.444E-03	 1.003E-01	 9.204E-21	 1.000E-01	 0.000E+00
   26.9500	 1.141E-01	 2.084E-19	 0.000E+00	 1.009E-01	 2.191E-20	-6.700E-20	 3.123E-03	 1.004E-01	 1.106E-20	 1.000E-01	 0.000E+00
   27.0000	 1.172E-01	 2.119E-19	 0.000E+00	 1.011E-01	 8.339E-21	-3.769E-20	 3.784E-03	 1.005E-01	 3.132E-21	 1.000E-01	 0.000E+00
   27.0500	 1.201E-01	 2.104E-19	 0.000E+00	 1.012E-01	 3.006E-21	-2.393E-20	 4.420E-03	 1.006E-01	 2.413E-22	 1.000E-01	 0.000E+00
   27.1000	 1.229E-01	 1.917E-19	 0.000E+00	 1.014E-01	 1.462E-20	-4.686E-20	 5.024E-03	 1.007E-01	 7.207E-21	 1.000E-01	 0.000E+00
   27.1500	 1.255E-01	 1.744E-19	 0.000E+00	 1.016E-01	 1.892E-20	-5.427E-20	 5.589E-03	 1.007E-01	 9.949E-21	 1.000E-01	 0.000E+00
   27.2000	 1.280E-01	 1.715E-19	 0.000E+00	 1.017E-01	 6.293E-21	-2.644E-20	 6.109E-03	 1.008E-01	 2.631E-21	 1.000E-01	 0.000E+00
   27.2500	 1.302E-01	 1.653E-19	 0.000E+00	 1.018E-01	 4.251E-22	-1.307E-20	 6.576E-03	 1.009E-01	-7.249E-22	 1.000E-01	 0.000E+00
   27.3000	 1.321E-01	 1.422E-19	 0.000E+00	 1.020E-01	 1.150E-20	-3.710E-20	 6.985E-03	 1.009E-01	 5.570E-21	 1.000E-01	 0.000E+00
   27.3500	 1.338E-01	 1.195E-19	 0.000E+00	 1.021E-01	 1.619E-20	-4.763E-20	 7.335E-03	 1.010E-01	 8.258E-21	 1.000E-01	 0.000E+00
   27.4000	 1.353E-01	 1.113E-19	 0.000E+00	 1.021E-01	 4.079E-21	-2.005E-20	 7.626E-03	 1.010E-01	 1.387E-21	 1.000E-01	 0.000E+00
   27.4500	 1.365E-01	 1.012E-19	 0.000E+00	 1.022E-01	-2.318E-21	-2.260E-21	 7.857E-03	 1.010E-01	-1.956E-21	 1.000E-01	 0.000E+00
   27.5000	 1.374E-01	 7.455E-20	 0.000E+00	 1.023E-01	 7.772E-21	-2.171E-20	 8.032E-03	 1.010E-01	 4.172E-21	 1.000E-01	 0.000E+00
   27.5500	 1.380E-01	 4.745E-20	 0.000E+00	 1.023E-01	 1.276E-20	-3.145E-20	 8.151E-03	 1.011E-01	 7.109E-21	 1.000E-01	 0.000E+00
   27.6000	 1.383E-01	 3.564E-20	 0.000E+00	 1.023E-01	-2.171E-22	-2.052E-21	 8.212E-03	 1.011E-01	-3.001E-22	 1.000E-01	 0.000E+00
   27.6500	 1.383E-01	 2.371E-20	 0.000E+00	 1.023E-01	-8.924E-21	 1.664E-20	 8.213E-03	 1.011E-01	-5.474E-21	 1.000E-01	 0.000E+00
   27.7000	 1.380E-01	-4.115E-21	 0.000E+00	 1.023E-01	 7.397E-22	-1.113E-21	 8.150E-03	 1.011E-01	 3.648E-22	 1.000E-01	 0.000E+00
   27.7500	 1.374E-01	-3.277E-20	 0.000E+00	 1.023E-01	 7.051E-21	-1.227E-20	 8.021E-03	 1.010E-01	 4.363E-21	 1.000E-01	 0.000E+00
