
Predictions were generated on 03-May-2022 at 09:15:04 using OpenFAST, compiled as a 64-bit application using double precision at commit -128-NOTFOUND
 linked with  NWTC Subroutine Library; ElastoDyn; SubDyn

Description from the FAST input file: FAST Certification Test #19: NREL 5.0 MW Baseline Wind Turbine with OC3 Monopile RF Configuration, for use in offshore analysis

Time      	TwHt1TPxi 	TwHt1TPyi 	TTDspTwst 	PtfmSurge 	PtfmSway  	PtfmRoll  	PtfmPitch 	M2N1TDXss 	M2N1TDYss 	M1N1TDXss 	M1N1TDYss 
    2.9500	 7.691E+00	-5.092E-18	 0.000E+00	 1.645E+00	-6.446E-19	 2.575E-18	 3.380E+00	 9.428E-01	-2.726E-19	 0.000E+00	 0.000E+00
    3.0000	 7.553E+00	-5.040E-18	 0.000E+00	 1.648E+00	-7.907E-19	 2.868E-18	 3.384E+00	 9.449E-01	-3.560E-19	 0.000E+00	 0.000E+00
    3.0500	 7.397E+00	-3.788E-18	 0.000E+00	 1.645E+00	-8.302E-19	 2.230E-18	 3.370E+00	 9.437E-01	-4.491E-19	 0.000E+00	 0.000E+00
    3.1000	 7.222E+00	-3.486E-18	 0.000E+00	 1.634E+00	-2.835E-19	 6.132E-19	 3.332E+00	 9.385E-01	-1.704E-19	 0.000E+00	 0.000E+00
    3.1500	 7.029E+00	-4.195E-18	 0.000E+00	 1.617E+00	 4.980E-19	-9.828E-19	 3.276E+00	 9.306E-01	 3.006E-19	 0.000E+00	 0.000E+00
    3.2000	 6.820E+00	-3.967E-18	 0.000E+00	 1.597E+00	 8.848E-19	-2.186E-18	 3.206E+00	 9.210E-01	 4.867E-19	 0.000E+00	 0.000E+00
    3.2500	 6.598E+00	-2.726E-18	 0.000E+00	 1.574E+00	 6.851E-19	-2.289E-18	 3.129E+00	 9.099E-01	 3.297E-19	 0.000E+00	 0.000E+00
    3.3000	 6.368E+00	-2.509E-18	 0.000E+00	 1.551E+00	 3.166E-19	-1.214E-18	 3.053E+00	 8.987E-01	 1.371E-19	 0.000E+00	 0.000E+00
    3.3500	 6.132E+00	-3.597E-18	 0.000E+00	 1.532E+00	 4.881E-20	-8.229E-20	 2.990E+00	 8.900E-01	 3.013E-20	 0.000E+00	 0.000E+00
    3.4000	 5.892E+00	-4.073E-18	 0.000E+00	 1.521E+00	-1.874E-19	 9.503E-19	 2.947E+00	 8.850E-01	-6.316E-20	 0.000E+00	 0.000E+00
    3.4500	 5.649E+00	-3.469E-18	 0.000E+00	 1.515E+00	-5.630E-19	 1.750E-18	 2.920E+00	 8.825E-01	-2.818E-19	 0.000E+00	 0.000E+00
    3.5000	 5.406E+00	-3.371E-18	 0.000E+00	 1.510E+00	-9.953E-19	 2.875E-18	 2.897E+00	 8.805E-01	-5.151E-19	 0.000E+00	 0.000E+00
    3.5500	 5.161E+00	-4.166E-18	 0.000E+00	 1.503E+00	-1.113E-18	 3.517E-18	 2.869E+00	 8.776E-01	-5.571E-19	 0.000E+00	 0.000E+00
    3.6000	 4.915E+00	-4.250E-18	 0.000E+00	 1.493E+00	-6.871E-19	 2.559E-18	 2.832E+00	 8.733E-01	-3.024E-19	 0.000E+00	 0.000E+00
    3.6500	 4.669E+00	-3.108E-18	 0.000E+00	 1.479E+00	-1.078E-19	 5.899E-19	 2.780E+00	 8.668E-01	-3.515E-20	 0.000E+00	 0.000E+00
    3.7000	 4.426E+00	-2.246E-18	 0.000E+00	 1.458E+00	 6.194E-20	-2.563E-19	 2.711E+00	 8.571E-01	 2.607E-20	 0.000E+00	 0.000E+00
    3.7500	 4.187E+00	-2.308E-18	 0.000E+00	 1.434E+00	-2.433E-20	-1.183E-20	 2.630E+00	 8.453E-01	-2.308E-20	 0.000E+00	 0.000E+00
    3.8000	 3.957E+00	-2.132E-18	 0.000E+00	 1.410E+00	 2.324E-19	-6.176E-19	 2.551E+00	 8.339E-01	 1.243E-19	 0.000E+00	 0.000E+00
    3.8500	 3.738E+00	-1.268E-18	 0.000E+00	 1.391E+00	 7.620E-19	-2.204E-18	 2.485E+00	 8.248E-01	 3.936E-19	 0.000E+00	 0.000E+00
    3.9000	 3.533E+00	-8.161E-19	 0.000E+00	 1.378E+00	 7.588E-19	-2.074E-18	 2.437E+00	 8.186E-01	 4.068E-19	 0.000E+00	 0.000E+00
    3.9500	 3.346E+00	-1.184E-18	 0.000E+00	 1.370E+00	-1.607E-19	 2.282E-19	 2.408E+00	 8.150E-01	-1.115E-19	 0.000E+00	 0.000E+00
    4.0000	 3.175E+00	-1.435E-18	 0.000E+00	 1.367E+00	-6.948E-19	 1.850E-18	 2.395E+00	 8.140E-01	-3.720E-19	 0.000E+00	 0.000E+00
    4.0500	 3.022E+00	-1.091E-18	 0.000E+00	 1.368E+00	-2.615E-19	 9.077E-19	 2.392E+00	 8.147E-01	-1.226E-19	 0.000E+00	 0.000E+00
    4.1000	 2.885E+00	-9.204E-19	 0.000E+00	 1.368E+00	 1.299E-19	 8.567E-20	 2.388E+00	 8.153E-01	 1.119E-19	 0.000E+00	 0.000E+00
    4.1500	 2.765E+00	-1.216E-18	 0.000E+00	 1.364E+00	-3.897E-19	 1.469E-18	 2.373E+00	 8.137E-01	-1.700E-19	 0.000E+00	 0.000E+00
    4.2000	 2.661E+00	-1.065E-18	 0.000E+00	 1.356E+00	-9.991E-19	 2.849E-18	 2.345E+00	 8.096E-01	-5.250E-19	 0.000E+00	 0.000E+00
    4.2500	 2.576E+00	-9.521E-20	 0.000E+00	 1.344E+00	-7.532E-19	 2.062E-18	 2.306E+00	 8.039E-01	-4.049E-19	 0.000E+00	 0.000E+00
    4.3000	 2.510E+00	 7.095E-19	 0.000E+00	 1.332E+00	-5.627E-20	 2.357E-19	 2.266E+00	 7.978E-01	-2.194E-20	 0.000E+00	 0.000E+00
    4.3500	 2.465E+00	 9.095E-19	 0.000E+00	 1.321E+00	 1.871E-19	-2.361E-19	 2.231E+00	 7.923E-01	 1.282E-19	 0.000E+00	 0.000E+00
    4.4000	 2.444E+00	 1.347E-18	 0.000E+00	 1.314E+00	 9.904E-20	-3.327E-19	 2.209E+00	 7.888E-01	 4.665E-20	 0.000E+00	 0.000E+00
    4.4500	 2.448E+00	 2.426E-18	 0.000E+00	 1.313E+00	 2.889E-19	-1.432E-18	 2.209E+00	 7.887E-01	 8.990E-20	 0.000E+00	 0.000E+00
    4.5000	 2.476E+00	 3.167E-18	 0.000E+00	 1.320E+00	 7.281E-19	-2.353E-18	 2.231E+00	 7.922E-01	 3.556E-19	 0.000E+00	 0.000E+00
    4.5500	 2.527E+00	 2.952E-18	 0.000E+00	 1.332E+00	 8.337E-19	-2.243E-18	 2.269E+00	 7.981E-01	 4.558E-19	 0.000E+00	 0.000E+00
    4.6000	 2.600E+00	 2.659E-18	 0.000E+00	 1.346E+00	 7.055E-19	-2.040E-18	 2.312E+00	 8.046E-01	 3.641E-19	 0.000E+00	 0.000E+00
    4.6500	 2.693E+00	 3.094E-18	 0.000E+00	 1.358E+00	 5.068E-19	-1.879E-18	 2.351E+00	 8.104E-01	 2.177E-19	 0.000E+00	 0.000E+00
    4.7000	 2.803E+00	 3.506E-18	 0.000E+00	 1.367E+00	 6.146E-20	-4.059E-19	 2.382E+00	 8.147E-01	 9.849E-21	 0.000E+00	 0.000E+00
    4.7500	 2.930E+00	 3.163E-18	 0.000E+00	 1.372E+00	-5.839E-19	 1.985E-18	 2.402E+00	 8.170E-01	-2.663E-19	 0.000E+00	 0.000E+00
    4.8000	 3.073E+00	 2.898E-18	 0.000E+00	 1.373E+00	-8.619E-19	 2.887E-18	 2.411E+00	 8.174E-01	-3.975E-19	 0.000E+00	 0.000E+00
    4.8500	 3.232E+00	 3.602E-18	 0.000E+00	 1.374E+00	-5.700E-19	 1.533E-18	 2.417E+00	 8.171E-01	-3.129E-19	 0.000E+00	 0.000E+00
    4.9000	 3.407E+00	 4.566E-18	 0.000E+00	 1.376E+00	-2.588E-19	 4.568E-19	 2.431E+00	 8.181E-01	-1.612E-19	 0.000E+00	 0.000E+00
    4.9500	 3.598E+00	 4.866E-18	 0.000E+00	 1.384E+00	-2.149E-19	 5.022E-19	 2.460E+00	 8.216E-01	-1.171E-19	 0.000E+00	 0.000E+00
    5.0000	 3.804E+00	 5.028E-18	 0.000E+00	 1.398E+00	 1.548E-19	-6.769E-19	 2.509E+00	 8.281E-01	 6.347E-20	 0.000E+00	 0.000E+00
    5.0500	 4.025E+00	 5.796E-18	 0.000E+00	 1.417E+00	 1.132E-18	-3.701E-18	 2.573E+00	 8.370E-01	 5.488E-19	 0.000E+00	 0.000E+00
    5.1000	 4.256E+00	 6.404E-18	 0.000E+00	 1.439E+00	 1.892E-18	-5.806E-18	 2.648E+00	 8.477E-01	 9.519E-19	 0.000E+00	 0.000E+00
    5.1500	 4.495E+00	 5.949E-18	 0.000E+00	 1.462E+00	 1.572E-18	-4.849E-18	 2.726E+00	 8.587E-01	 7.891E-19	 0.000E+00	 0.000E+00
    5.2000	 4.739E+00	 5.203E-18	 0.000E+00	 1.483E+00	 7.369E-19	-2.441E-18	 2.796E+00	 8.685E-01	 3.533E-19	 0.000E+00	 0.000E+00
    5.2500	 4.984E+00	 5.177E-18	 0.000E+00	 1.498E+00	 3.414E-19	-1.362E-18	 2.851E+00	 8.757E-01	 1.398E-19	 0.000E+00	 0.000E+00
    5.3000	 5.229E+00	 5.140E-18	 0.000E+00	 1.509E+00	 2.597E-19	-9.221E-19	 2.890E+00	 8.804E-01	 1.248E-19	 0.000E+00	 0.000E+00
    5.3500	 5.472E+00	 4.144E-18	 0.000E+00	 1.516E+00	-1.503E-19	 5.999E-19	 2.919E+00	 8.833E-01	-6.179E-20	 0.000E+00	 0.000E+00
    5.4000	 5.713E+00	 3.236E-18	 0.000E+00	 1.522E+00	-8.635E-19	 2.657E-18	 2.946E+00	 8.858E-01	-4.308E-19	 0.000E+00	 0.000E+00
    5.4500	 5.951E+00	 3.614E-18	 0.000E+00	 1.530E+00	-1.099E-18	 3.055E-18	 2.977E+00	 8.892E-01	-5.785E-19	 0.000E+00	 0.000E+00
    5.5000	 6.186E+00	 4.216E-18	 0.000E+00	 1.541E+00	-5.080E-19	 1.294E-18	 3.019E+00	 8.943E-01	-2.688E-19	 0.000E+00	 0.000E+00
    5.5500	 6.416E+00	 3.626E-18	 0.000E+00	 1.557E+00	 3.824E-19	-1.215E-18	 3.075E+00	 9.019E-01	 1.823E-19	 0.000E+00	 0.000E+00
    5.6000	 6.640E+00	 2.831E-18	 0.000E+00	 1.577E+00	 8.677E-19	-2.498E-18	 3.143E+00	 9.115E-01	 4.502E-19	 0.000E+00	 0.000E+00
    5.6500	 6.854E+00	 3.271E-18	 0.000E+00	 1.599E+00	 9.132E-19	-2.929E-18	 3.215E+00	 9.218E-01	 4.469E-19	 0.000E+00	 0.000E+00
    5.7000	 7.055E+00	 3.837E-18	 0.000E+00	 1.618E+00	 9.204E-19	-3.308E-18	 3.281E+00	 9.312E-01	 4.229E-19	 0.000E+00	 0.000E+00
    5.7500	 7.240E+00	 2.755E-18	 0.000E+00	 1.634E+00	 1.097E-18	-3.549E-18	 3.333E+00	 9.383E-01	 5.341E-19	 0.000E+00	 0.000E+00
    5.8000	 7.408E+00	 1.053E-18	 0.000E+00	 1.643E+00	 1.076E-18	-2.762E-18	 3.367E+00	 9.427E-01	 5.904E-19	 0.000E+00	 0.000E+00
    5.8500	 7.557E+00	 7.203E-19	 0.000E+00	 1.647E+00	 4.230E-19	-1.092E-18	 3.384E+00	 9.444E-01	 2.271E-19	 0.000E+00	 0.000E+00
    5.9000	 7.687E+00	 9.057E-19	 0.000E+00	 1.647E+00	-4.344E-19	 7.783E-19	 3.388E+00	 9.441E-01	-2.653E-19	 0.000E+00	 0.000E+00
    5.9500	 7.798E+00	-3.087E-19	 0.000E+00	 1.645E+00	-8.543E-19	 2.250E-18	 3.386E+00	 9.430E-01	-4.635E-19	 0.000E+00	 0.000E+00
    6.0000	 7.890E+00	-2.040E-18	 0.000E+00	 1.645E+00	-8.206E-19	 2.894E-18	 3.389E+00	 9.427E-01	-3.840E-19	 0.000E+00	 0.000E+00
    6.0500	 7.965E+00	-2.190E-18	 0.000E+00	 1.649E+00	-8.470E-19	 2.947E-18	 3.401E+00	 9.442E-01	-3.891E-19	 0.000E+00	 0.000E+00
    6.1000	 8.021E+00	-1.501E-18	 0.000E+00	 1.655E+00	-8.418E-19	 2.336E-18	 3.424E+00	 9.475E-01	-4.443E-19	 0.000E+00	 0.000E+00
    6.1500	 8.058E+00	-2.028E-18	 0.000E+00	 1.664E+00	-5.139E-19	 1.338E-18	 3.452E+00	 9.520E-01	-2.802E-19	 0.000E+00	 0.000E+00
    6.2000	 8.074E+00	-3.183E-18	 0.000E+00	 1.673E+00	 2.011E-20	 2.485E-19	 3.480E+00	 9.564E-01	 3.514E-20	 0.000E+00	 0.000E+00
    6.2500	 8.068E+00	-3.026E-18	 0.000E+00	 1.680E+00	 4.927E-19	-1.281E-18	 3.498E+00	 9.596E-01	 2.687E-19	 0.000E+00	 0.000E+00
    6.3000	 8.038E+00	-2.185E-18	 0.000E+00	 1.681E+00	 8.371E-19	-2.619E-18	 3.501E+00	 9.602E-01	 4.137E-19	 0.000E+00	 0.000E+00
    6.3500	 7.985E+00	-2.708E-18	 0.000E+00	 1.676E+00	 8.894E-19	-2.628E-18	 3.483E+00	 9.578E-01	 4.561E-19	 0.000E+00	 0.000E+00
    6.4000	 7.908E+00	-4.128E-18	 0.000E+00	 1.665E+00	 5.730E-19	-1.442E-18	 3.449E+00	 9.526E-01	 3.128E-19	 0.000E+00	 0.000E+00
    6.4500	 7.811E+00	-4.459E-18	 0.000E+00	 1.651E+00	 8.209E-20	-1.566E-19	 3.404E+00	 9.459E-01	 4.596E-20	 0.000E+00	 0.000E+00
    6.5000	 7.694E+00	-4.075E-18	 0.000E+00	 1.637E+00	-3.049E-19	 8.672E-19	 3.356E+00	 9.389E-01	-1.545E-19	 0.000E+00	 0.000E+00
    6.5500	 7.560E+00	-4.856E-18	 0.000E+00	 1.624E+00	-5.730E-19	 1.979E-18	 3.314E+00	 9.330E-01	-2.630E-19	 0.000E+00	 0.000E+00
    6.6000	 7.410E+00	-6.326E-18	 0.000E+00	 1.615E+00	-9.726E-19	 3.335E-18	 3.281E+00	 9.287E-01	-4.586E-19	 0.000E+00	 0.000E+00
    6.6500	 7.247E+00	-6.478E-18	 0.000E+00	 1.609E+00	-1.387E-18	 4.354E-18	 3.259E+00	 9.263E-01	-6.955E-19	 0.000E+00	 0.000E+00
    6.7000	 7.069E+00	-5.565E-18	 0.000E+00	 1.606E+00	-1.364E-18	 4.126E-18	 3.243E+00	 9.250E-01	-6.833E-19	 0.000E+00	 0.000E+00
    6.7500	 6.879E+00	-5.542E-18	 0.000E+00	 1.602E+00	-7.886E-19	 2.548E-18	 3.225E+00	 9.235E-01	-3.843E-19	 0.000E+00	 0.000E+00
    6.8000	 6.674E+00	-6.250E-18	 0.000E+00	 1.595E+00	-1.281E-19	 7.446E-19	 3.198E+00	 9.205E-01	-3.835E-20	 0.000E+00	 0.000E+00
    6.8500	 6.458E+00	-5.848E-18	 0.000E+00	 1.584E+00	 2.833E-19	-5.024E-19	 3.156E+00	 9.152E-01	 1.680E-19	 0.000E+00	 0.000E+00
    6.9000	 6.230E+00	-4.545E-18	 0.000E+00	 1.567E+00	 4.897E-19	-1.535E-18	 3.098E+00	 9.074E-01	 2.453E-19	 0.000E+00	 0.000E+00
    6.9500	 5.992E+00	-4.297E-18	 0.000E+00	 1.546E+00	 6.688E-19	-2.110E-18	 3.028E+00	 8.976E-01	 3.259E-19	 0.000E+00	 0.000E+00
    7.0000	 5.749E+00	-5.161E-18	 0.000E+00	 1.524E+00	 6.633E-19	-1.805E-18	 2.952E+00	 8.869E-01	 3.495E-19	 0.000E+00	 0.000E+00
    7.0500	 5.503E+00	-5.387E-18	 0.000E+00	 1.503E+00	 3.371E-19	-7.194E-19	 2.879E+00	 8.767E-01	 1.908E-19	 0.000E+00	 0.000E+00
